,Tweet,Sentiment
3420, I am yet to receive the pin for supp even though i received the card more than a month Can you check the,miscellaneous
3421, can someone help us to change address for saving bank account,miscellaneous
3422, Sunday bank open or not,miscellaneous
3423, i hope you can fix my CC transaction disputes soon else am thinking of cancelling my card with HDFC,displeasure
3424, This is the most horrible experience I have ever had with a bank in entire than a month to open an NRI,displeasure
3425, please start it as soon as we do not have cash even more than thanks for,miscellaneous
3426, there is no complain Please call me on for detailed understanding of the problem,displeasure
3427, How can branches run out of deposit Gorabazar branch Kolkata,miscellaneous
3428, Follow back,miscellaneous
3429, At effect of curb,miscellaneous
3430, RT private banks run as per their convenience,displeasure
3431, Sir why the At Kolkata not fully operating,displeasure
3432, all sending sympathy messages but basic ATM remain dry in All fake showoffs by banks,displeasure
3433, sad I cannot withdraw cash from HDFC others have started when will you start dispensing cash from your,displeasure
3434, Your not working please send your engineers in Honda car Ltd Tapukara Need,displeasure
3435, What about the limit of free withdrawal using HDFC debit card on other banks,miscellaneous
3436, RT since when is a ST considered a nominal charge for foreclosuring a Superbike,miscellaneous
3437, can u plz reply to my How much amount we can deposit in a non home branch,miscellaneous
3438, They want to ensure that account holder depositing money in his own of the,compliment
3439, We want an explanation for this,miscellaneous
3440, the staff took care of everything with smiles on their faces even if they are working for long hours on,compliment
3441, pls check mail,miscellaneous
3442, Hi express ur dissatisfaction on vll follow up wid,miscellaneous
3443, Might possible bank mgrs can deal in converting large amount on commission base in rural sectors please strengthen process,miscellaneous
3444, Banks such as and are waiving transaction costs for transactions till,compliment
3445, Your ATMs are still not open in Salt Kolkata when can we expect them to,miscellaneous
3446, RT ICICI Bank takes customer friendly steps while give a Best,displeasure
3447, how can there be limit to deposit cash in savings acc and that too My salary is more than Idiots,displeasure
3448, Any,displeasure
3449, worst managed in these times esp gulmohar rd One person doing multiple,displeasure
3450, Try opening an NRO account or using the contact us link,miscellaneous
3451, evry time I hv gt a verification cal from hdfc I ws forced to share my personal This is nt safe,displeasure
3452, Any special arrangement for cash for imperia clients of or have to be in queue for,miscellaneous
3453, I deposited rs in beneficiary on still not credited in beneficiary no respon,displeasure
3454, Also love the staff at your Gomti nagar Lucknow My pb Meetu was,compliment
3455, NaviMumbai branch has kept chairs outside the branch for,compliment
3456, seems ur credit and debit servers are do understand the current just to keep u posted,miscellaneous
3457, Thanx,compliment
3458, pls go through all my tweets to your handle for the entire you will do what is,miscellaneous
3459, I am assured that my money is but point I urgently needed that IMPS and it,displeasure
3460, this is the least expected from you guys at this critical positive if you want customer,displeasure
3461, great service by relationship Overall bank is efficiently serving customers,compliment
3462, Cannot Reach anyone in HDFC bank on Bouncing solution yet,displeasure
3463, Not able to make payment of my credit card as bin list not generated by and as usual,displeasure
3464, If only the ATMs were functioning properly lot of misery could have been Please get ATMs,displeasure
3465, why I get through to anobyody in the customer care helpline,displeasure
3466, I sent email to Santu No Pls share your I will forward,miscellaneous
3467, Love my fav Grateful fr your service My love u in time of,compliment
3468, the new Most of ATM are empty and its day and still waiting,displeasure
3469, Swipe debitcard pay surcharge cant understand this,displeasure
3470, RT HDFC Borivali IC great help by RM CC,compliment
3471, are EDC credit card machines down in Blore and Lucknow,miscellaneous
3472, there is a ATM at Khadinamore Hooghly Chinsurah where written hrs service but its unaccessible after,displeasure
3473, i am fedup with ypur customer i just want to know my account i am in abroad cant use netbanking and card,displeasure
3474, Thanks offering to queuing people at HDFC Hinjewadi branch Pune on,compliment
3475, Trying to contact customer care but not able to get pass the telephone Please help me,miscellaneous
3476, I totally agree I find one ATM of with cash since last Sleeping,displeasure
3477, hi govt says banks will work till but in actual there is no public dealing after in Branch Sector Panchkula,displeasure
3478, problem is with Pine labs machine connected at Dmart and HDFC bank,displeasure
3479, you useless Every day I get three calls asking me to top up my you have better,displeasure
3480, still no cash in munirka new delhi Pls load the cash asap,displeasure
3481, not despite instructions really sad,displeasure
3482, Since UPI was included in ur mobile banking it crashes the result I am unable to use thisfeature,displeasure
3483, RT Hi once PLEASE GIVE ME THE LEGITIMATELY EARNED MONEY I HAVE WORKED HARD FOR,miscellaneous
3484, And these type of are spreading rumours that money is not being exchanged,compliment
3485, withdrawal slip enough to withdraw money from account as per Your branch sent me away for no,displeasure
3486, surprised that not a single information being provided about ATMs where cash can be banks better,displeasure
3487, Requesting a call back as soon,miscellaneous
3488, happening to my complaint any updates,displeasure
3489, i appreciate the understand that its normal to run out of cash for this,compliment
3490, RT Hey this is not as per rules,miscellaneous
3491, same thing they did in Gurgaon dlf cyber city,miscellaneous
3492, what is bank timing today and tomorrow for money withdrawal,miscellaneous
3493, ATMs are stillnot working at Tilak Nagar Chembur Mumbai at,displeasure
3494, very happy with your service last I will I can understand because overloaded crowd,compliment
3495, regarding my Regalia card and I need to speak to hence please assist with the same,miscellaneous
3496, unable to get in touch with personal banker for days Kindly help,displeasure
3497, RT Would love to know if debits cards can be switched on off too An,miscellaneous
3498, But due to unwanted cause it is cut automatically to,displeasure
3499, IMPS transfer thru Chillr app still although amount got debited frm my,miscellaneous
3500, i did just look at what they typical of take the money but fob off questions later,displeasure
3501, when this ATM will function,displeasure
